,county,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,california_flag,booster_recip_count,cumulative_booster_recip_count,booster_eligible_population
292,All CA Counties,2021-03-09,307985,12668743,146427,6452922,143809,6157037,17202,48958,169968,3882321,136562,4388528,187065,8270849,,0,0,28671193
293,All CA Counties,2021-03-10,340666,13009409,168226,6621148,146134,6303171,25761,74719,180517,3929868,158625,4547153,206172,8477021,,0,0,28671193
294,All CA Counties,2021-03-11,392590,13401999,189628,6810776,168092,6471263,34545,109264,197511,3968335,193464,4740617,231931,8708952,,0,0,28671193
295,All CA Counties,2021-03-12,411286,13813285,183402,6994178,180086,6651349,47313,156577,197118,4000161,212414,4953031,244240,8953192,,0,0,28671193
296,All CA Counties,2021-03-13,295238,14108523,128466,7122644,134365,6785714,32096,188673,155253,4048453,138945,5091976,187237,9140429,,0,0,28671193
297,All CA Counties,2021-03-14,160773,14269296,85232,7207876,59922,6845636,15503,204176,79215,4062143,80968,5172944,94658,9235087,,0,0,28671193
298,All CA Counties,2021-03-15,300325,14569621,143458,7351334,135159,6980795,21346,225522,160400,4105302,138505,5311449,181664,9416751,,0,0,28671193
299,All CA Counties,2021-03-16,382686,14952307,180508,7531842,183880,7164675,17978,243500,217633,4177312,163494,5474943,235504,9652255,,0,0,28671193
300,All CA Counties,2021-03-17,400883,15353190,198917,7730759,182072,7346747,19585,263085,243393,4284314,155829,5630772,262831,9915086,,0,0,28671193
301,All CA Counties,2021-03-18,416683,15769873,213560,7944319,183676,7530423,19134,282219,241690,4371962,173073,5803845,260721,10175807,,0,0,28671193
302,All CA Counties,2021-03-19,425708,16195581,224405,8168724,178430,7708853,22588,304807,241033,4452457,182971,5986816,263466,10439273,,0,0,28671193
303,All CA Counties,2021-03-20,305531,16501112,160717,8329441,128023,7836876,16567,321374,189799,4544274,114473,6101289,206290,10645563,,0,0,28671193
304,All CA Counties,2021-03-21,149313,16650425,102748,8432189,38670,7875546,7786,329160,87786,4579047,60735,6162024,95508,10741071,,0,0,28671193
305,All CA Counties,2021-03-22,282253,16932678,164266,8596455,106195,7981741,11539,340699,179945,4669486,100976,6263000,191415,10932486,,0,0,28671193
306,All CA Counties,2021-03-23,369193,17301871,203378,8799833,154146,8135887,11438,352137,220426,4753945,147342,6410342,231801,11164287,,0,0,28671193
307,All CA Counties,2021-03-24,399800,17701671,228029,9027862,158481,8294368,13067,365204,225755,4820295,172384,6582726,238734,11403021,,0,0,28671193
308,All CA Counties,2021-03-25,432431,18134102,237859,9265721,178688,8473056,15640,380844,237376,4879928,193279,6776005,252912,11655933,,0,0,28671193
309,All CA Counties,2021-03-26,450860,18584962,240283,9506004,193481,8666537,16842,397686,236576,4920584,212656,6988661,253312,11909245,,0,0,28671193
310,All CA Counties,2021-03-27,323414,18908376,171608,9677612,139339,8805876,12281,409967,158761,4928062,163481,7152142,170959,12080204,,0,0,28671193
311,All CA Counties,2021-03-28,174577,19082953,112258,9789870,58436,8864312,3801,413768,88564,4935000,85405,7237547,92343,12172547,,0,0,28671193
312,All CA Counties,2021-03-29,322920,19405873,172904,9962774,140250,9004562,9580,423348,173282,4969370,148435,7385982,182805,12355352,,0,0,28671193
313,All CA Counties,2021-03-30,412943,19818816,208731,10171505,184963,9189525,18958,442306,224505,5025736,186961,7572943,243327,12598679,,0,0,28671193
314,All CA Counties,2021-03-31,439898,20258714,238270,10409775,178613,9368138,22716,465022,238210,5086581,199916,7772859,260761,12859440,,0,0,28671193
315,All CA Counties,2021-04-01,510374,20769088,260164,10669939,207302,9575440,42341,507363,272910,5166849,234646,8007505,314914,13174354,,0,0,28671193
316,All CA Counties,2021-04-02,489360,21258448,237911,10907850,206296,9781736,44796,552159,257509,5239098,229863,8237368,302112,13476466,,0,0,28671193
317,All CA Counties,2021-04-03,337830,21596278,171844,11079694,122955,9904691,42746,594905,164901,5274804,171743,8409111,207449,13683915,,0,0,28671193
318,All CA Counties,2021-04-04,135270,21731548,70651,11150345,45114,9949805,19401,614306,57044,5273562,77618,8486729,76376,13760291,,0,0,28671193
319,All CA Counties,2021-04-05,368162,22099710,188623,11338968,137358,10087163,41865,656171,174590,5297634,192161,8678890,216233,13976524,,0,0,28671193
320,All CA Counties,2021-04-06,471469,22571179,238602,11577570,165048,10252211,67488,723659,222975,5340991,246776,8925666,290133,14266657,,0,0,28671193
321,All CA Counties,2021-04-07,487430,23058609,252493,11830063,162212,10414423,72368,796027,230895,5389055,254814,9180480,302878,14569535,,0,0,28671193
322,All CA Counties,2021-04-08,515122,23573731,259416,12089479,168035,10582458,87332,883359,237431,5437705,275673,9456153,324323,14893858,,0,0,28671193
323,All CA Counties,2021-04-09,510891,24084622,253413,12342892,174322,10756780,82754,966113,229733,5470449,279296,9735449,312040,15205898,,0,0,28671193
324,All CA Counties,2021-04-10,379941,24464563,172600,12515492,130370,10887150,76706,1042819,156383,5480939,222247,9957696,232737,15438635,,0,0,28671193
325,All CA Counties,2021-04-11,193569,24658132,108348,12623840,49844,10936994,35259,1078078,78467,5480127,114375,10072071,113563,15552198,,0,0,28671193
326,All CA Counties,2021-04-12,350853,25008985,179690,12803530,130958,11067952,39833,1117911,158641,5487771,190570,10262641,198214,15750412,,0,0,28671193
327,All CA Counties,2021-04-13,443184,25452169,247739,13051269,194166,11262118,987,1118898,242769,5532840,198638,10461279,243707,15994119,,0,0,28671193
328,All CA Counties,2021-04-14,463623,25915792,259460,13310729,203369,11465487,368,1119266,236940,5545593,224500,10685779,237253,16231372,,0,0,28671193
329,All CA Counties,2021-04-15,503602,26419394,292507,13603236,210282,11675769,376,1119642,275804,5596531,225196,10910975,276134,16507506,,0,0,28671193
330,All CA Counties,2021-04-16,490011,26909405,274581,13877817,214680,11890449,340,1119982,255721,5620564,232004,11142979,256037,16763543,,0,0,28671193
331,All CA Counties,2021-04-17,353194,27262599,197479,14075296,155313,12045762,89,1120071,197359,5663723,154273,11297252,197432,16960975,,0,0,28671193
332,All CA Counties,2021-04-18,167061,27429660,108036,14183332,58872,12104634,35,1120106,83951,5665330,82375,11379627,83982,17044957,,0,0,28671193
333,All CA Counties,2021-04-19,328203,27757863,188181,14371513,139480,12244114,134,1120240,151186,5641278,175337,11554964,151285,17196242,,0,0,28671193
334,All CA Counties,2021-04-20,424770,28182633,229388,14600901,194786,12438900,135,1120375,205243,5629331,217284,11772248,205337,17401579,,0,0,28671193
335,All CA Counties,2021-04-21,450867,28633500,260093,14860994,189879,12628779,393,1120768,212792,5607259,235168,12007416,213096,17614675,,0,0,28671193
336,All CA Counties,2021-04-22,468457,29101957,268763,15129757,199056,12827835,118,1120886,205375,5552245,260473,12267889,205459,17820134,,0,0,28671193
337,All CA Counties,2021-04-23,461028,29562985,264086,15393843,196387,13024222,126,1121012,205495,5504715,253106,12520995,205576,18025710,,0,0,28671193
338,All CA Counties,2021-04-24,335313,29898298,209657,15603500,125143,13149365,224,1121236,167224,5505836,166303,12687298,167424,18193134,,0,0,28671193
339,All CA Counties,2021-04-25,154827,30053125,101349,15704849,53255,13202620,104,1121340,81494,5514893,72522,12759820,81579,18274713,,0,0,28671193
340,All CA Counties,2021-04-26,313772,30366897,182282,15887131,129379,13331999,1664,1123004,134358,5473288,177557,12937377,135952,18410665,,0,0,28671193
341,All CA Counties,2021-04-27,382824,30749721,211762,16098893,163666,13495665,6952,1129956,151167,5401664,229659,13167036,158035,18568700,,0,0,28671193
342,All CA Counties,2021-04-28,370018,31119739,212829,16311722,148515,13644180,8296,1138252,149243,5340384,218707,13385743,157427,18726127,,0,0,28671193
343,All CA Counties,2021-04-29,381523,31501262,220120,16531842,152626,13796806,8439,1146691,136928,5243157,242489,13628232,145262,18871389,,0,0,28671193
344,All CA Counties,2021-04-30,395914,31897176,226258,16758100,159749,13956555,9540,1156231,147373,5153652,246269,13874501,156764,19028153,,0,0,28671193
345,All CA Counties,2021-05-01,261416,32158592,164717,16922817,89788,14046343,6681,1162912,94194,5089051,165330,14039831,100729,19128882,,0,0,28671193
346,All CA Counties,2021-05-02,120961,32279553,84706,17007523,32074,14078417,4109,1167021,41515,5055847,78775,14118606,45571,19174453,,0,0,28671193
347,All CA Counties,2021-05-03,257050,32536603,155883,17163406,91802,14170219,9116,1176137,75777,4960771,179855,14298461,84779,19259232,,0,0,28671193
348,All CA Counties,2021-05-04,335487,32872090,203230,17366636,121818,14292037,10187,1186324,96559,4830169,237230,14535691,106628,19365860,,0,0,28671193
349,All CA Counties,2021-05-05,347563,33219653,216741,17583377,120083,14412120,10437,1196761,95816,4686478,249813,14785504,106122,19471982,,0,0,28671193
350,All CA Counties,2021-05-06,365276,33584929,239379,17822756,114774,14526894,10864,1207625,90333,4514796,272762,15058266,101080,19573062,,0,0,28671193
351,All CA Counties,2021-05-07,362297,33947226,227020,18049776,124882,14651776,10136,1217761,96175,4356932,264050,15322316,106186,19679248,,0,0,28671193
352,All CA Counties,2021-05-08,240219,34187445,152942,18202718,79887,14731663,7218,1224979,64607,4254381,174298,15496614,71747,19750995,,0,0,28671193
353,All CA Counties,2021-05-09,98499,34285944,74448,18277166,20910,14752573,3075,1228054,24476,4208378,73516,15570130,27513,19778508,,0,0,28671193
354,All CA Counties,2021-05-10,213497,34499441,122647,18399813,82463,14835036,8185,1236239,51113,4106482,161088,15731218,59192,19837700,,0,0,28671193
355,All CA Counties,2021-05-11,283253,34782694,162133,18561946,111884,14946920,8976,1245215,72464,3978617,209189,15940407,81324,19919024,,0,0,28671193
356,All CA Counties,2021-05-12,280029,35062723,162723,18724669,107630,15054550,9391,1254606,73364,3856176,205073,16145480,82632,20001656,,0,0,28671193
357,All CA Counties,2021-05-13,326719,35389442,210298,18934967,108475,15163025,7651,1262257,120933,3780543,204111,16349591,128478,20130134,,0,0,28671193
358,All CA Counties,2021-05-14,353095,35742537,225410,19160377,117920,15280945,9477,1271734,135669,3709978,215567,16565158,145002,20275136,,0,0,28671193
359,All CA Counties,2021-05-15,288497,36031034,200924,19361301,81173,15362118,6237,1277971,117679,3664420,169359,16734517,123801,20398937,,0,0,28671193
360,All CA Counties,2021-05-16,145504,36176538,111498,19472799,30884,15393002,3050,1281021,58320,3639303,86443,16820960,61326,20460263,,0,0,28671193
361,All CA Counties,2021-05-17,247835,36424373,162695,19635494,77228,15470230,7706,1288727,96633,3593698,149845,16970805,104240,20564503,,0,0,28671193
362,All CA Counties,2021-05-18,290573,36714946,176435,19811929,106235,15576465,7682,1296409,111813,3535902,177159,17147964,119363,20683866,,0,0,28671193
363,All CA Counties,2021-05-19,284678,36999624,177101,19989030,99419,15675884,7926,1304335,114776,3490179,168285,17316249,122562,20806428,,0,0,28671193
364,All CA Counties,2021-05-20,273383,37273007,163204,20152234,101466,15777350,8497,1312832,102622,3432205,168954,17485203,110980,20917408,,0,0,28671193
365,All CA Counties,2021-05-21,292775,37565782,179457,20331691,104769,15882119,8325,1321157,108348,3366286,182455,17667658,116536,21033944,,0,0,28671193
366,All CA Counties,2021-05-22,210745,37776527,139439,20471130,64798,15946917,6379,1327536,88155,3339449,121297,17788955,94460,21128404,,0,0,28671193
367,All CA Counties,2021-05-23,92968,37869495,64636,20535766,25507,15972424,2771,1330307,39022,3327880,53330,17842285,41761,21170165,,0,0,28671193
368,All CA Counties,2021-05-24,176029,38045524,103593,20639359,64315,16036739,7978,1338285,67119,3295218,107633,17949918,74971,21245136,,0,0,28671193
369,All CA Counties,2021-05-25,195354,38240878,114497,20753856,72565,16109304,8107,1346392,74123,3257728,119573,18069491,82083,21327219,,0,0,28671193
370,All CA Counties,2021-05-26,190502,38431380,109283,20863139,72904,16182208,8102,1354494,73101,3222946,115753,18185244,80971,21408190,,0,0,28671193
371,All CA Counties,2021-05-27,177578,38608958,101582,20964721,67353,16249561,8466,1362960,70195,3195446,106051,18291295,78551,21486741,,0,0,28671193
372,All CA Counties,2021-05-28,195054,38804012,112317,21077038,75086,16324647,7479,1370439,82126,3173553,111384,18402679,89491,21576232,,0,0,28671193
373,All CA Counties,2021-05-29,109846,38913858,67277,21144315,38516,16363163,3958,1374397,49543,3167624,59365,18462044,53436,21629668,,0,0,28671193
374,All CA Counties,2021-05-30,48670,38962528,32143,21176458,13890,16377053,2571,1376968,20852,3163662,27345,18489389,23383,21653051,,0,0,28671193
375,All CA Counties,2021-05-31,21104,38983632,12443,21188901,7522,16384575,1031,1377999,6687,3157474,13883,18503272,7695,21660746,,0,0,28671193
376,All CA Counties,2021-06-01,174565,39158197,101704,21290605,65192,16449767,7447,1385446,60737,3113635,111834,18615106,67995,21728741,,0,0,28671193
377,All CA Counties,2021-06-02,146841,39305038,86989,21377594,52592,16502359,7027,1392473,54652,3084392,90794,18705900,61551,21790292,,0,0,28671193
378,All CA Counties,2021-06-03,175919,39480957,120321,21497915,48283,16550642,7147,1399620,52422,3021640,122214,18828114,59462,21849754,,0,0,28671193
379,All CA Counties,2021-06-04,206047,39687004,145048,21642963,54370,16605012,6416,1406036,60318,2944128,144147,18972261,66635,21916389,,0,0,28671193
380,All CA Counties,2021-06-05,162271,39849275,122506,21765469,33839,16638851,5790,1411826,43702,2876147,117396,19089657,49415,21965804,,0,0,28671193
381,All CA Counties,2021-06-06,66008,39915283,55513,21820982,8097,16646948,2312,1414138,16689,2846428,48681,19138338,18962,21984766,,0,0,28671193
382,All CA Counties,2021-06-07,140774,40056057,103207,21924189,31295,16678243,6062,1420200,40694,2794058,99036,19237374,46666,22031432,,0,0,28671193
383,All CA Counties,2021-06-08,163059,40219116,118247,22042436,37661,16715904,6968,1427168,47385,2733867,114456,19351830,54265,22085697,,0,0,28671193
384,All CA Counties,2021-06-09,157769,40376885,114690,22157126,35870,16751774,6984,1434152,42473,2669312,113853,19465683,49298,22134995,,0,0,28671193
385,All CA Counties,2021-06-10,151662,40528547,108926,22266052,35021,16786795,7515,1441667,42865,2612037,107538,19573221,50263,22185258,,0,0,28671193
386,All CA Counties,2021-06-11,164948,40693495,115832,22381884,41988,16828783,6935,1448602,50159,2555595,113448,19686669,57006,22242264,,0,0,28671193
387,All CA Counties,2021-06-12,119293,40812788,90333,22472217,24909,16853692,3939,1452541,32872,2506830,85517,19772186,36752,22279016,,0,0,28671193
388,All CA Counties,2021-06-13,46082,40858870,34378,22506595,9527,16863219,2109,1454650,11021,2485275,34654,19806840,13099,22292115,,0,0,28671193
389,All CA Counties,2021-06-14,118874,40977744,84547,22591142,27324,16890543,6807,1461457,38042,2450183,79842,19886682,44750,22336865,,0,0,28671193
390,All CA Counties,2021-06-15,136444,41114188,92116,22683258,35126,16925669,9011,1470468,44778,2413541,90280,19976962,53638,22390503,,0,0,28671193
391,All CA Counties,2021-06-16,125441,41239629,88367,22771625,28995,16954664,7859,1478327,42261,2381603,81924,20058886,49986,22440489,,0,0,28671193
392,All CA Counties,2021-06-17,119789,41359418,82230,22853855,28232,16982896,9134,1487461,41008,2354018,77599,20136485,50014,22490503,,0,0,28671193
393,All CA Counties,2021-06-18,134587,41494005,92948,22946803,33157,17016053,8295,1495756,47190,2323190,86193,20222678,55365,22545868,,0,0,28671193
394,All CA Counties,2021-06-19,79814,41573819,57822,23004625,17493,17033546,4389,1500145,29294,2307066,49754,20272432,33630,22579498,,0,0,28671193
395,All CA Counties,2021-06-20,32282,41606101,24084,23028709,6529,17040075,1613,1501758,11839,2300513,19971,20292403,13418,22592916,,0,0,28671193
396,All CA Counties,2021-06-21,74932,41681033,46761,23075470,21381,17061456,6607,1508365,37500,2307916,36572,20328975,43975,22636891,,0,0,28671193
397,All CA Counties,2021-06-22,104830,41785863,72882,23148352,25334,17086790,6452,1514817,39982,2290458,63797,20392772,46339,22683230,,0,0,28671193
398,All CA Counties,2021-06-23,98021,41883884,68844,23217196,22742,17109532,6235,1521052,39084,2277776,57843,20450615,45161,22728391,,0,0,28671193
399,All CA Counties,2021-06-24,94979,41978863,66070,23283266,22828,17132360,5882,1526934,37725,2265078,56177,20506792,43479,22771870,,0,0,28671193
400,All CA Counties,2021-06-25,109987,42088850,77644,23360910,26599,17158959,5558,1532492,44230,2250127,64658,20571450,49707,22821577,,0,0,28671193
401,All CA Counties,2021-06-26,70798,42159648,53343,23414253,14049,17173008,3259,1535751,28649,2240614,41367,20612817,31854,22853431,,0,0,28671193
402,All CA Counties,2021-06-27,32670,42192318,25108,23439361,5904,17178912,1594,1537345,13612,2237190,18606,20631423,15182,22868613,,0,0,28671193
403,All CA Counties,2021-06-28,74965,42267283,57841,23497202,12344,17191256,4606,1541951,32064,2231898,41879,20673302,36587,22905200,,0,0,28671193
404,All CA Counties,2021-06-29,87564,42354847,62018,23559220,20940,17212196,4477,1546428,36242,2222298,50233,20723535,40633,22945833,,0,0,28671193
405,All CA Counties,2021-06-30,83360,42438207,59616,23618836,19506,17231702,4064,1550492,36597,2217588,45276,20768811,40566,22986399,,0,0,28671193
406,All CA Counties,2021-07-01,78727,42516934,56258,23675094,17987,17249689,4270,1554762,33817,2212172,43391,20812202,37975,23024374,,0,0,28671193
407,All CA Counties,2021-07-02,88594,42605528,63219,23738313,21152,17270841,4096,1558858,38404,2205503,49093,20861295,42424,23066798,,0,0,28671193
408,All CA Counties,2021-07-03,48464,42653992,35255,23773568,11319,17282160,1798,1560656,21640,2202763,26146,20887441,23406,23090204,,0,0,28671193
409,All CA Counties,2021-07-04,3787,42657779,2207,23775775,1237,17283397,291,1560947,1623,2202637,2033,20889474,1907,23092111,,0,0,28671193
410,All CA Counties,2021-07-05,42421,42700200,31323,23807098,9368,17292765,1634,1562581,19316,2201069,22480,20911954,20912,23113023,,0,0,28671193
411,All CA Counties,2021-07-06,90217,42790417,65805,23872903,19958,17312723,4286,1566867,33877,2183897,55259,20967213,38087,23151110,,0,0,28671193
412,All CA Counties,2021-07-07,77066,42867483,55349,23928252,17179,17329902,4374,1571241,31166,2174441,44902,21012115,35446,23186556,,0,0,28671193
413,All CA Counties,2021-07-08,74090,42941573,53081,23981333,16803,17346705,4100,1575341,30145,2165530,43072,21055187,34161,23220717,,0,0,28671193
414,All CA Counties,2021-07-09,86336,43027909,61506,24042839,20002,17366707,4708,1580049,36200,2157157,49168,21104355,40795,23261512,,0,0,28671193
415,All CA Counties,2021-07-10,54169,43082078,40125,24082964,11351,17378058,2604,1582653,23118,2152395,30444,21134799,25682,23287194,,0,0,28671193
416,All CA Counties,2021-07-11,24426,43106504,18228,24101192,5091,17383149,1074,1583727,11124,2151549,13027,21147826,12181,23299375,,0,0,28671193
417,All CA Counties,2021-07-12,68637,43175141,50617,24151809,14200,17397349,3677,1587404,28179,2143616,39721,21187547,31788,23331163,,0,0,28671193
418,All CA Counties,2021-07-13,72846,43247987,51942,24203751,17396,17414745,3379,1590783,32147,2139208,39867,21227414,35459,23366622,,0,0,28671193
419,All CA Counties,2021-07-14,70071,43318058,50210,24253961,16306,17431051,3381,1594164,30601,2134480,38617,21266031,33889,23400511,,0,0,28671193
420,All CA Counties,2021-07-15,70780,43388838,51633,24305594,16011,17447062,2998,1597162,32370,2132186,37599,21303630,35305,23435816,,0,0,28671193
421,All CA Counties,2021-07-16,85973,43474811,62152,24367746,20133,17467195,3548,1600710,40640,2131889,44415,21348045,44118,23479934,,0,0,28671193
422,All CA Counties,2021-07-17,55693,43530504,41082,24408828,12384,17479579,2134,1602844,26525,2131985,28529,21376574,28625,23508559,,0,0,28671193
423,All CA Counties,2021-07-18,26505,43557009,20081,24428909,5315,17484894,1083,1603927,12984,2132809,13230,21389804,14054,23522613,,0,0,28671193
424,All CA Counties,2021-07-19,69760,43626769,51810,24480719,14556,17499450,3266,1607193,33876,2134732,35150,21424954,37073,23559686,,0,0,28671193
425,All CA Counties,2021-07-20,79217,43705986,56358,24537077,19260,17518710,3480,1610673,39722,2139274,38589,21463543,43131,23602817,,0,0,28671193
426,All CA Counties,2021-07-21,77594,43783580,56040,24593117,17756,17536466,3659,1614332,38838,2144112,37574,21501117,42412,23645229,,0,0,28671193
427,All CA Counties,2021-07-22,77617,43861197,55968,24649085,18038,17554504,3487,1617819,40639,2152303,35856,21536973,44047,23689276,,0,0,28671193
428,All CA Counties,2021-07-23,92012,43953209,66017,24715102,21993,17576497,3905,1621724,49459,2164208,41376,21578349,53281,23742557,,0,0,28671193
429,All CA Counties,2021-07-24,56090,44009299,40654,24755756,13301,17589798,2066,1623790,31064,2173045,24263,21602612,33100,23775657,,0,0,28671193
430,All CA Counties,2021-07-25,25506,44034805,18893,24774649,5910,17595708,663,1624453,18351,2185317,6728,21609340,19000,23794657,,0,0,28671193
431,All CA Counties,2021-07-26,71494,44106299,50924,24825573,17109,17612817,3339,1627792,43771,2205718,26642,21635982,47043,23841700,,0,0,28671193
432,All CA Counties,2021-07-27,85066,44191365,61596,24887169,19635,17632452,3673,1631465,48453,2222397,35358,21671340,52037,23893737,,0,0,28671193
433,All CA Counties,2021-07-28,84470,44275835,60722,24947891,19795,17652247,3825,1635290,49193,2241358,33974,21705314,52935,23946672,,0,0,28671193
434,All CA Counties,2021-07-29,81860,44357695,59102,25006993,18950,17671197,3674,1638964,48473,2261371,32061,21737375,52074,23998746,,0,0,28671193
435,All CA Counties,2021-07-30,97159,44454854,69962,25076955,23075,17694272,4011,1642975,56593,2283011,38859,21776234,60499,24059245,,0,0,28671193
436,All CA Counties,2021-07-31,60161,44515015,44369,25121324,13500,17707772,2213,1645188,35394,2297058,23499,21799733,37546,24096791,,0,0,28671193
437,All CA Counties,2021-08-01,30791,44545806,23514,25144838,6355,17714127,834,1646022,19370,2306838,10386,21810119,20166,24116957,,0,0,28671193
438,All CA Counties,2021-08-02,80251,44626057,60191,25205029,16597,17730724,3340,1649362,49707,2330556,29258,21839377,52976,24169933,,0,0,28671193
439,All CA Counties,2021-08-03,90028,44716085,65812,25270841,20016,17750740,4072,1653434,54357,2354681,34207,21873584,58332,24228265,,0,0,28671193
440,All CA Counties,2021-08-04,85043,44801128,62730,25333571,18509,17769249,3683,1657117,51346,2377552,32077,21905661,54948,24283213,,0,0,28671193
441,All CA Counties,2021-08-05,86413,44887541,63765,25397336,18518,17787767,4018,1661135,52119,2400966,32620,21938281,56034,24339247,,0,0,28671193
442,All CA Counties,2021-08-06,105189,44992730,77592,25474928,23218,17810985,4252,1665387,62557,2427067,40629,21978910,66730,24405977,,0,0,28671193
443,All CA Counties,2021-08-07,64263,45056993,48458,25523386,13440,17824425,2299,1667686,38089,2442514,24881,22003791,40328,24446305,,0,0,28671193
444,All CA Counties,2021-08-08,35034,45092027,26454,25549840,7649,17832074,892,1668578,21426,2451914,12903,22016694,22303,24468608,,0,0,28671193
445,All CA Counties,2021-08-09,87978,45180005,67047,25616887,17119,17849193,3699,1672277,51006,2471202,35344,22052038,54632,24523240,,0,0,28671193
446,All CA Counties,2021-08-10,91221,45271226,67443,25684330,19898,17869091,3747,1676024,51924,2489109,37671,22089709,55578,24578818,,0,0,28671193
447,All CA Counties,2021-08-11,83890,45355116,62109,25746439,17831,17886922,3809,1679833,46651,2503846,35631,22125340,50368,24629186,,0,0,28671193
448,All CA Counties,2021-08-12,88915,45444031,63989,25810428,20512,17907434,4298,1684131,49885,2520866,37074,22162414,54094,24683280,,0,0,28671193
449,All CA Counties,2021-08-13,111593,45555624,80757,25891185,26257,17933691,4477,1688608,61587,2539767,47071,22209485,65972,24749252,,1437,1437,28671193
450,All CA Counties,2021-08-14,72627,45628251,53172,25944357,17040,17950731,2363,1690971,38276,2550757,29597,22239082,40587,24789839,,2102,3539,28671193
451,All CA Counties,2021-08-15,40229,45668480,29179,25973536,10118,17960849,899,1691870,20276,2555816,16098,22255180,21157,24810996,,1711,5250,28671193
452,All CA Counties,2021-08-16,96781,45765261,67613,26041149,25358,17986207,3707,1695577,46985,2565874,40545,22295725,50603,24861599,,4260,9510,28671193
453,All CA Counties,2021-08-17,102042,45867303,70929,26112078,26973,18013180,4022,1699599,47520,2573221,44105,22339830,51452,24913051,,4966,14476,28671193
454,All CA Counties,2021-08-18,101551,45968854,70489,26182567,27131,18040311,3795,1703394,45614,2578841,43705,22383535,49325,24962376,,6107,20583,28671193
455,All CA Counties,2021-08-19,101421,46070275,69501,26252068,27627,18067938,4209,1707603,45290,2585453,42782,22426317,49394,25011770,,6752,27335,28671193
456,All CA Counties,2021-08-20,126697,46196972,88257,26340325,34047,18101985,4301,1711904,54882,2589200,55334,22481651,59081,25070851,,8418,35753,28671193
457,All CA Counties,2021-08-21,75901,46272873,55348,26395673,18258,18120243,2209,1714113,32265,2589262,34362,22516013,34424,25105275,,4656,40409,28671193
458,All CA Counties,2021-08-22,41870,46314743,30316,26425989,10697,18130940,811,1714924,18734,2590789,17999,22534012,19526,25124801,,2593,43002,28671193
459,All CA Counties,2021-08-23,105612,46420355,76104,26502093,26043,18156983,3349,1718273,45036,2591943,47163,22581175,48317,25173118,,6959,49961,28671193
460,All CA Counties,2021-08-24,106418,46526773,78123,26580216,24701,18181684,3505,1721778,43936,2590208,49100,22630275,47365,25220483,,7084,57045,28671193
461,All CA Counties,2021-08-25,102172,46628945,75392,26655608,23390,18205074,3265,1725043,42531,2589107,46825,22677100,45724,25266207,,6877,63922,28671193
462,All CA Counties,2021-08-26,103665,46732610,75353,26730961,24526,18229600,3663,1728706,42654,2588208,47118,22724218,46219,25312426,,7465,71387,28671193
463,All CA Counties,2021-08-27,128077,46860687,94698,26825659,29556,18259156,3694,1732400,50230,2580828,61222,22785440,53842,25366268,,9075,80462,28671193
464,All CA Counties,2021-08-28,77545,46938232,58532,26884191,17236,18276392,1735,1734135,30292,2574468,38327,22823767,31967,25398235,,4734,85196,28671193
465,All CA Counties,2021-08-29,42275,46980507,31463,26915654,10191,18286583,582,1734717,16782,2571527,20291,22844058,17350,25415585,,2639,87835,28671193
466,All CA Counties,2021-08-30,101172,47081679,73258,26988912,24559,18311142,3256,1737973,38038,2563508,49238,22893296,41219,25456804,,7682,95517,28671193
467,All CA Counties,2021-08-31,100707,47182386,72276,27061188,25325,18336467,3007,1740980,36675,2554482,48631,22941927,39605,25496409,,8585,104102,28671193
468,All CA Counties,2021-09-01,98152,47280538,69904,27131092,24871,18361338,3191,1744171,37929,2551250,44241,22986168,41009,25537418,,9049,113151,28671193
469,All CA Counties,2021-09-02,94096,47374634,66368,27197460,24612,18385950,3023,1747194,34516,2544829,43886,23030054,37465,25574883,,8796,121947,28671193
470,All CA Counties,2021-09-03,118225,47492859,85197,27282657,29730,18415680,3200,1750394,41870,2530949,58887,23088941,45007,25619890,,9932,131879,28671193
471,All CA Counties,2021-09-04,64111,47556970,48206,27330863,14535,18430215,1311,1751705,23581,2522696,33117,23122058,24864,25644754,,3965,135844,28671193
472,All CA Counties,2021-09-05,37950,47594920,28037,27358900,9525,18439740,356,1752061,15107,2520056,18087,23140145,15447,25660201,,2445,138289,28671193
473,All CA Counties,2021-09-06,19463,47614383,12984,27371884,6112,18445852,307,1752368,7561,2518025,9888,23150033,7857,25668058,,1160,139449,28671193
474,All CA Counties,2021-09-07,99298,47713681,72052,27443936,24155,18470007,2993,1755361,30472,2495416,55996,23206029,33387,25701445,,7040,146489,28671193
475,All CA Counties,2021-09-08,89070,47802751,64354,27508290,21916,18491923,2693,1758054,31946,2485237,44718,23250747,34539,25735984,,6827,153316,28671193
476,All CA Counties,2021-09-09,88698,47891449,62382,27570672,23321,18515244,2891,1760945,31615,2475501,44174,23294921,34438,25770422,,7243,160559,28671193
477,All CA Counties,2021-09-10,108167,47999616,76708,27647380,28178,18543422,3175,1764120,37244,2458816,57017,23351938,40332,25810754,,7903,168462,28671193
